time,steps,sleep,heartrate
2021-08-09 22:00:00,0,60,
2021-08-09 23:00:00,0,60,
2021-08-10 00:00:00,0,60,
2021-08-10 01:00:00,0,60,
2021-08-10 02:00:00,0,60,
2021-08-10 03:00:00,0,60,
2021-08-10 04:00:00,0,60,
2021-08-10 05:00:00,0,60,
2021-08-10 06:00:00,0,60,
2021-08-10 07:00:00,0,0,
2021-08-10 08:00:00,18.237703,0,84.79479714706521
2021-08-10 09:00:00,132.44124,0,81.13347456010776
2021-08-10 10:00:00,1178.3409,0,88.93036394017057
2021-08-10 11:00:00,543.67194,0,91.30990347432545
2021-08-10 12:00:00,452.30127,0,103.9213867440684
2021-08-10 13:00:00,19.827559,0,93.2964985736903
2021-08-10 14:00:00,20.119526,0,89.18089112466545
2021-08-10 15:00:00,0,0,79.81275149401948
2021-08-10 16:00:00,1382.6981,0,99.63208497522069
2021-08-10 17:00:00,817.19128,0,95.38437062780548
2021-08-10 18:00:00,384.55026,0,93.39466291699178
2021-08-10 19:00:00,44.705364,0,84.04533945425906
2021-08-10 20:00:00,103.79261,0,75.74314239454287
2021-08-10 21:00:00,0,4,69.36481871439932
2021-08-10 22:00:00,0,60,75.78094214117489
2021-08-10 23:00:00,0,60,77.28022569588141
2021-08-11 00:00:00,0,60,75.19855997943527
2021-08-11 01:00:00,0,60,75.24735870865544
2021-08-11 02:00:00,0,60,70.35462591984256
2021-08-11 03:00:00,28.035065,60,71.26102336065104
2021-08-11 04:00:00,39.013222,42,73.36617843595367
2021-08-11 05:00:00,26.521706,0,68.65271767678121
2021-08-11 06:00:00,32.161793,0,76.3418021095232
2021-08-11 07:00:00,429.96518,0,94.19227850649661
2021-08-11 08:00:00,587.99341,0,98.55231322005095
2021-08-11 09:00:00,413.4035,0,103.5590569607633
2021-08-11 10:00:00,403.9838,0,97.10456080923227
2021-08-11 11:00:00,707.36542,0,95.31545907480734
2021-08-11 12:00:00,294.22049,0,97.01233594822438
2021-08-11 13:00:00,207.66141,0,101.9311318709005
2021-08-11 14:00:00,5684.8306,0,128.2905616365573
2021-08-11 15:00:00,47.583485,0,104.1976886728862
2021-08-11 16:00:00,161.73058,0,96.69942496227532
2021-08-11 17:00:00,194.138,0,88.37035266806575
2021-08-11 18:00:00,361.8782,0,95.68018064919013
2021-08-11 19:00:00,176.87245,0,92.48671334385733
2021-08-11 20:00:00,87.45874,0,80.28222501281023
2021-08-11 21:00:00,35.909916,8,77.61654407448761
2021-08-11 22:00:00,0,60,72.6922039056203
2021-08-11 23:00:00,0,60,76.68211693192521
2021-08-12 00:00:00,0,60,73.58367164783925
2021-08-12 01:00:00,0,60,74.71138642061072
2021-08-12 02:00:00,0,60,71.23205206619382
2021-08-12 03:00:00,0,60,72.42984236584313
2021-08-12 04:00:00,0,7,69.98209361892458
2021-08-12 05:00:00,67.958481,0,69.98344677899377
2021-08-12 06:00:00,87.321449,0,80.06950226329971
2021-08-12 07:00:00,925.54932,0,89.88076651763708
2021-08-12 08:00:00,430.32156,0,91.00549224280705
2021-08-12 09:00:00,344.33069,0,91.31953362625541
2021-08-12 10:00:00,508.87665,0,89.3203450226093
2021-08-12 11:00:00,783.97662,0,108.1323324847915
2021-08-12 12:00:00,369.17044,0,111.5910638752315
2021-08-12 13:00:00,99.20137,0,94.6297307121918
2021-08-12 14:00:00,1877.2627,0,103.6277233296025
2021-08-12 15:00:00,477.85333,0,109.3341503803896
2021-08-12 16:00:00,327.57944,0,118.057605423071
2021-08-12 17:00:00,346.48999,0,106.7251345433743
2021-08-12 18:00:00,471.17554,0,110.6042397844785
2021-08-12 19:00:00,150.75691,0,98.60744400225049
2021-08-12 20:00:00,12.991535,0,90.67248016079584
2021-08-12 21:00:00,122.72782,0,83.92066189345449
2021-08-12 22:00:00,0,58,87.32300081041312
2021-08-12 23:00:00,0,60,82.79073392820668
2021-08-13 00:00:00,0,60,81.08962385431455
2021-08-13 01:00:00,0,60,72.95883892166709
2021-08-13 02:00:00,23.280409,60,71.00973671075486
2021-08-13 03:00:00,43.904079,60,73.38949592586982
2021-08-13 04:00:00,0,60,73.83148240541455
2021-08-13 05:00:00,18.970835,14,75.94746052655992
2021-08-13 06:00:00,170.6732,0,83.06518277851674
2021-08-13 07:00:00,779.67352,0,94.08200102405979
2021-08-13 08:00:00,1051.0299,0,103.2191954553555
2021-08-13 09:00:00,453.8869,0,99.73136172277584
2021-08-13 10:00:00,1109.7721,0,103.8895104463897
2021-08-13 11:00:00,219.04359,0,111.0337989845848
2021-08-13 12:00:00,806.26984,0,111.8576361379786
2021-08-13 13:00:00,201.69383,0,99.0001808146562
2021-08-13 14:00:00,5186.8545,0,129.5350140294661
2021-08-13 15:00:00,937.22797,0,128.29792776919
2021-08-13 16:00:00,501.10089,0,114.1013439818067
2021-08-13 17:00:00,0,0,99.66377989316133
2021-08-13 18:00:00,323.14493,0,104.9026193502812
2021-08-13 19:00:00,225.95906,0,97.84574339367063
2021-08-13 20:00:00,69.664696,0,90.83482170175793
2021-08-13 21:00:00,0,46,81.33003097172823
2021-08-13 22:00:00,0,60,80.99695008919684
2021-08-13 23:00:00,0,60,76.89361416613971
2021-08-14 00:00:00,0,60,80.3802972216733
2021-08-14 01:00:00,0,60,78.57270467987755
2021-08-14 02:00:00,0,60,70.20579504059647
2021-08-14 03:00:00,0,12,71.90383986040074
2021-08-14 04:00:00,29.636236,0,73.57257606582442
2021-08-14 05:00:00,0,0,66.37958954719106
2021-08-14 06:00:00,93.535812,0,80.91106879716294
2021-08-14 07:00:00,860.63226,0,93.21978244740912
2021-08-14 08:00:00,512.33551,0,119.5615487585346
2021-08-14 09:00:00,746.47949,0,104.0443300882387
2021-08-14 10:00:00,590.73779,0,102.8796666976706
2021-08-14 11:00:00,579.58801,0,100.9147523319127
2021-08-14 12:00:00,501.4136,0,100.9344683980034
2021-08-14 13:00:00,897.21759,0,100.5403333167094
2021-08-14 14:00:00,715.42511,0,104.2780506626079
2021-08-14 15:00:00,35.021027,0,94.19050261764424
2021-08-14 16:00:00,124.62481,0,87.99094289508582
2021-08-14 17:00:00,110.6088,0,83.63825192510578
2021-08-14 18:00:00,216.40565,0,90.45932296227838
2021-08-14 19:00:00,1010.3945,0,102.3908318164463
2021-08-14 20:00:00,826.80994,0,98.75921130617768
2021-08-14 21:00:00,46.4132,0,86.49625313169902
2021-08-14 22:00:00,146.03525,38,88.34698855704484
2021-08-14 23:00:00,0,60,82.64703411013926
2021-08-15 00:00:00,0,60,77.89473199655995
2021-08-15 01:00:00,0,60,71.31579423039305
2021-08-15 02:00:00,26.636637,60,71.61112040802716
2021-08-15 03:00:00,59.851929,60,75.11239180244991
2021-08-15 04:00:00,0,60,64.11193208103403
2021-08-15 05:00:00,0,60,62.9570286087614
2021-08-15 06:00:00,52.932098,40,66.21248882875436
