time,steps,sleep,heartrate
2021-03-02 00:00:00,0,0,
2021-03-02 01:00:00,0,0,
2021-03-02 02:00:00,0,0,
2021-03-02 03:00:00,0,0,
2021-03-02 04:00:00,0,0,
2021-03-02 05:00:00,0,0,
2021-03-02 06:00:00,0,0,
2021-03-02 07:00:00,0,0,
2021-03-02 08:00:00,0,0,
2021-03-02 09:00:00,0,0,
2021-03-02 10:00:00,0,0,
2021-03-02 11:00:00,0,0,
2021-03-02 12:00:00,0,0,
2021-03-02 13:00:00,8.3976393,0,72.79133547566188
2021-03-02 14:00:00,737.3576,0,76.70827566144995
2021-03-02 15:00:00,568.03479,0,75.64406747987593
2021-03-02 16:00:00,585.04285,0,82.38204954973892
2021-03-02 17:00:00,313.98654,0,72.34847879623635
2021-03-02 18:00:00,454.35635,0,73.26836356746635
2021-03-02 19:00:00,564.75769,0,73.76687838673111
2021-03-02 20:00:00,347.24002,0,73.9345641284239
2021-03-02 21:00:00,422.24838,0,71.53344412365323
2021-03-02 22:00:00,0,0,73.1581017787628
2021-03-02 23:00:00,0,57,70.77721014502558
2021-03-03 00:00:00,0,60,64.94079688430192
2021-03-03 01:00:00,0,60,60.7870688898528
2021-03-03 02:00:00,0,60,59.17330577028233
2021-03-03 03:00:00,0,60,61.8724813120928
2021-03-03 04:00:00,0,60,60.16577042992269
2021-03-03 05:00:00,0,60,59.69055081482953
2021-03-03 06:00:00,0,60,58.86531045951882
2021-03-03 07:00:00,57.122444,37,63.92055779956812
2021-03-03 08:00:00,1082.4003,0,80.28356159476706
2021-03-03 09:00:00,1016.6128,0,82.08552487364194
2021-03-03 10:00:00,410.31848,0,82.63079277650201
2021-03-03 11:00:00,686.50549,0,80.06593381987656
2021-03-03 12:00:00,521.43378,0,80.30116252376895
2021-03-03 13:00:00,432.61847,0,76.84753190108415
2021-03-03 14:00:00,696.28094,0,78.72076970123008
2021-03-03 15:00:00,889.28784,0,84.95326467483378
2021-03-03 16:00:00,769.76221,0,80.77755497549822
2021-03-03 17:00:00,416.64316,0,71.17014526539958
2021-03-03 18:00:00,455.1171,0,76.14547490611035
2021-03-03 19:00:00,558.58698,0,75.34928932659199
2021-03-03 20:00:00,247.4808,0,69.81816483437301
2021-03-03 21:00:00,375.68967,8,71.47494882862597
2021-03-03 22:00:00,0,60,64.44051080656405
2021-03-03 23:00:00,0,60,64.40177177789673
2021-03-04 00:00:00,0,60,66.81503519486292
2021-03-04 01:00:00,0,60,64.29626472924595
2021-03-04 02:00:00,0,60,62.30798308840782
2021-03-04 03:00:00,0,60,61.07778120673831
2021-03-04 04:00:00,0,60,60.37585588130055
2021-03-04 05:00:00,0,60,63.78117311770767
2021-03-04 06:00:00,31.158377,43,67.51272578430888
