time,steps,sleep,heartrate
2021-04-09 00:00:00,0,0,
2021-04-09 01:00:00,0,0,
2021-04-09 02:00:00,0,0,
2021-04-09 03:00:00,0,0,
2021-04-09 04:00:00,0,0,
2021-04-09 05:00:00,0,0,
2021-04-09 06:00:00,0,0,
2021-04-09 07:00:00,0,0,
2021-04-09 08:00:00,0,0,
2021-04-09 09:00:00,0,0,81.54269121184258
2021-04-09 10:00:00,551.42285,0,81.85541451737564
2021-04-09 11:00:00,819.12775,0,79.52857995623376
2021-04-09 12:00:00,100.14072,0,80.77972571555233
2021-04-09 13:00:00,603.02966,0,82.1601406791039
2021-04-09 14:00:00,4326.5127,0,106.7964045074651
2021-04-09 15:00:00,468.47821,0,96.03154572840479
2021-04-09 16:00:00,527.62891,0,93.23551026007553
2021-04-09 17:00:00,604.7113,0,86.30573047219593
2021-04-09 18:00:00,265.76749,0,83.83646535347718
2021-04-09 19:00:00,115.56134,0,79.27725701333728
2021-04-09 20:00:00,54.032341,0,69.2809996927497
2021-04-09 21:00:00,228.50734,0,69.71291460223789
2021-04-09 22:00:00,96.681435,22,66.38010661233432
2021-04-09 23:00:00,0,60,62.21763409696034
2021-04-10 00:00:00,0,60,63.71942282539649
2021-04-10 01:00:00,0,60,55.90521830067803
2021-04-10 02:00:00,0,6,58.41783811022121
2021-04-10 03:00:00,0,37,61.95881490604182
2021-04-10 04:00:00,0,60,60.44622760916933
2021-04-10 05:00:00,0,60,57.35377616885242
2021-04-10 06:00:00,15.120526,60,62.55313484294341
2021-04-10 07:00:00,202.63934,22,74.03698023328715
2021-04-10 08:00:00,303.0773,0,79.04501506891233
2021-04-10 09:00:00,278.7334,0,80.58103556774394
2021-04-10 10:00:00,508.97803,0,72.50942458841995
2021-04-10 11:00:00,770.84515,0,78.79799641092966
2021-04-10 12:00:00,603.11957,0,77.47550574031936
2021-04-10 13:00:00,721.59729,0,77.25328503938728
2021-04-10 14:00:00,3089.0984,0,96.80501139726989
2021-04-10 15:00:00,268.35562,0,78.19320087465485
2021-04-10 16:00:00,129.63931,0,71.67695021168379
2021-04-10 17:00:00,63.580154,0,66.24965116585155
2021-04-10 18:00:00,242.00948,0,74.66429014653244
2021-04-10 19:00:00,70.766403,0,65.76227757196794
2021-04-10 20:00:00,380.95996,0,69.79519308232233
2021-04-10 21:00:00,40.4842,0,67.4656217785187
2021-04-10 22:00:00,78.312119,21,62.721984873941
2021-04-10 23:00:00,0,60,58.80051674057108
2021-04-11 00:00:00,0,60,60.45349837698608
2021-04-11 01:00:00,0,60,56.36737121017821
2021-04-11 02:00:00,0,60,58.20780066330455
2021-04-11 03:00:00,0,60,54.37957561572095
2021-04-11 04:00:00,0,60,55.30205747689743
2021-04-11 05:00:00,0,60,55.75946530073087
2021-04-11 06:00:00,0,60,56.93685251075149
2021-04-11 07:00:00,77.0448,19,68.71680049146792
2021-04-11 08:00:00,339.23291,0,76.39985952772184
